,batch,ctype_ubcupdate,genotype_crct_x,genotype_crct_y,timepoint
342,5812,GABAergic interneuron 3,0.19832011199253383,WT,30wk
343,5812,Granule cell,84.08772748483435,WT,30wk
344,5812,Microglia,0.39664022398506765,WT,30wk
345,5812,Oligodendrocyte,2.8114792347176856,WT,30wk
346,5812,Oligodendrocyte progenitor cell,0.34997666822211854,WT,30wk
347,5812,Pericyte,0.2799813345776948,WT,30wk
348,5812,Purkinje cell,0.5832944470368642,WT,30wk
349,5812,Unipolar brush cell,0.10499300046663555,WT,30wk
350,58231,Astrocyte,2.476355497797993,SCA1,30wk
351,58231,Bergmann glia,3.0972492960797053,SCA1,30wk
352,58231,Deep cerebellar nuclei,0.4476211103891416,SCA1,30wk
353,58231,Endothelial cell,1.0107573460399972,SCA1,30wk
354,58231,GABAergic interneuron 1,4.01415060284456,SCA1,30wk
355,58231,GABAergic interneuron 2,1.422279979784853,SCA1,30wk
356,58231,GABAergic interneuron 3,0.3465453757851419,SCA1,30wk
357,58231,Granule cell,82.1673525377229,SCA1,30wk
358,58231,Microglia,0.3465453757851419,SCA1,30wk
359,58231,Oligodendrocyte,3.292181069958848,SCA1,30wk
360,58231,Oligodendrocyte progenitor cell,0.2815681178254278,SCA1,30wk
361,58231,Pericyte,0.2526893365099993,SCA1,30wk
362,58231,Purkinje cell,0.5992347122951411,SCA1,30wk
363,58231,Unipolar brush cell,0.24546964118114215,SCA1,30wk
364,58232,Astrocyte,2.0295948896256166,WT,30wk
365,58232,Bergmann glia,2.6117894396377457,WT,30wk
366,58232,Deep cerebellar nuclei,0.11320449583569175,WT,30wk
367,58232,Endothelial cell,0.9379801083528747,WT,30wk
368,58232,GABAergic interneuron 1,3.857038893830355,WT,30wk
369,58232,GABAergic interneuron 2,1.035012533354896,WT,30wk
370,58232,GABAergic interneuron 3,0.28301123958922936,WT,30wk
371,58232,Granule cell,85.39662003719576,WT,30wk
372,58232,Microglia,0.2425810625050538,WT,30wk
373,58232,Oligodendrocyte,2.256003881297,WT,30wk
374,58232,Oligodendrocyte progenitor cell,0.17789277917037274,WT,30wk
375,58232,Pericyte,0.33152745209024015,WT,30wk
376,58232,Purkinje cell,0.6873130104309857,WT,30wk
377,58232,Unipolar brush cell,0.04043017708417563,WT,30wk
378,5822,Astrocyte,2.2211808809746953,WT,30wk
379,5822,Bergmann glia,2.8491096532333646,WT,30wk
380,5822,Deep cerebellar nuclei,0.16869728209934395,WT,30wk
381,5822,Endothelial cell,1.0590440487347703,WT,30wk
382,5822,GABAergic interneuron 1,3.4864104967197753,WT,30wk
383,5822,GABAergic interneuron 2,1.2839737582005624,WT,30wk
384,5822,GABAergic interneuron 3,0.28116213683223995,WT,30wk
385,5822,Granule cell,84.3298969072165,WT,30wk
386,5822,Microglia,0.2999062792877226,WT,30wk
387,5822,Oligodendrocyte,2.6804123711340204,WT,30wk
388,5822,Oligodendrocyte progenitor cell,0.2061855670103093,WT,30wk
389,5822,Pericyte,0.38425492033739456,WT,30wk
390,5822,Purkinje cell,0.6373008434864105,WT,30wk
391,5822,Unipolar brush cell,0.11246485473289597,WT,30wk
392,58241,Astrocyte,2.3665093986370107,SCA1,30wk
393,58241,Bergmann glia,2.815846626226316,SCA1,30wk
394,58241,Deep cerebellar nuclei,0.24713547517411816,SCA1,30wk
395,58241,Endothelial cell,1.0334756234554032,SCA1,30wk
396,58241,GABAergic interneuron 1,4.515839137272523,SCA1,30wk
397,58241,GABAergic interneuron 2,1.4229012206994682,SCA1,30wk
398,58241,GABAergic interneuron 3,0.29206919793304875,SCA1,30wk
399,58241,Granule cell,83.0899423350558,SCA1,30wk
400,58241,Microglia,0.26211338276042834,SCA1,30wk
401,58241,Oligodendrocyte,2.6136448738111286,SCA1,30wk
402,58241,Oligodendrocyte progenitor cell,0.3519808282782895,SCA1,30wk
403,58241,Pericyte,0.2396465213809631,SCA1,30wk
404,58241,Purkinje cell,0.5841383958660975,SCA1,30wk
405,58241,Unipolar brush cell,0.16475698344941211,SCA1,30wk
406,58242,Astrocyte,2.4822047818945063,SCA1,30wk
407,58242,Bergmann glia,3.2122650118634786,SCA1,30wk
408,58242,Deep cerebellar nuclei,0.2646468333637525,SCA1,30wk
409,58242,Endothelial cell,1.2867311553203138,SCA1,30wk
410,58242,GABAergic interneuron 1,4.4898704143091805,SCA1,30wk
411,58242,GABAergic interneuron 2,1.2228508851980289,SCA1,30wk
412,58242,GABAergic interneuron 3,0.33765285636064973,SCA1,30wk
413,58242,Granule cell,82.44205146924621,SCA1,30wk
414,58242,Microglia,0.3741558678590984,SCA1,30wk
415,58242,Oligodendrocyte,2.5095820405183424,SCA1,30wk
416,58242,Oligodendrocyte progenitor cell,0.2007665632414674,SCA1,30wk
417,58242,Pericyte,0.3832816207337105,SCA1,30wk
418,58242,Purkinje cell,0.6114254425990144,SCA1,30wk
419,58242,Unipolar brush cell,0.18251505749224312,SCA1,30wk
